,Longitude,Latitude
4187,36.779,37.424
4188,36.524,38.061
4189,37.647,37.996
4190,36.626,37.841
4191,36.514,36.756
4192,36.622,37.91
4193,37.544,37.739
4194,36.706,37.169
4195,37.438,37.974
4196,38.134,37.91
4197,36.591,38.061
4198,36.602,38.034
4199,37.104,37.422
4200,37.79,38.207
4201,37.652,38.078
4202,36.867,37.441
4203,36.816,37.327
4204,37.299,38.108
4205,37.321,37.589
4206,37.739,37.902
4207,37.833,38.171
4208,36.322,37.901
4209,36.606,37.973
4210,36.495,38.109
4211,37.143,38.058
4212,37.295,37.608
4213,36.868,38.142
4214,37.724,38.043
4215,37.726,38.12
4216,37.261,38.21
4217,36.306,37.939
4218,37.266,37.975
4219,37.161,37.476
4220,36.418,37.866
4221,38.472,38.11
4222,36.694,39.318
4223,35.935,36.372
4224,37.69,37.81
4225,37.741,38.077
4226,37.21,38.24
4227,36.808,37.364
4228,36.496,37.973
4229,38.257,38.29
4230,36.57,36.908
4231,36.302,37.018
4232,36.589,38.075
4233,36.091,36.075
4234,36.905,37.121
4235,42.021,38.968
4236,36.32,37.431
4237,35.92,36.361
4238,37.818,38.287
4239,36.547,37.984
4240,36.285,37.856
4241,39.535,38.601
4242,36.523,38.044
4243,37.85,37.859
4244,36.25,37.77
4245,37.46,38.611
4246,36.249,36.361
4247,36.337,35.808
4248,38.087,37.947
4249,36.284,37.794
4250,36.289,37.91
4251,36.852,37.437
4252,37.281,38.232
4253,36.207,37.938
4254,35.922,36.203
4255,36.717,37.264
4256,38.296,38.252
4257,37.948,38.165
4258,36.608,36.97
4259,37.728,38.084
4260,37.854,37.838
4261,36.054,36.282
4262,39.673,38.584
4263,37.475,38.001
4264,36.317,37.912
4265,38.487,38.118
4266,37.871,37.738
4267,36.529,38.051
4268,38.621,38.285
4269,36.369,38.009
4270,36.911,37.387
4271,38.845,37.471
4272,39.764,38.932
4273,36.744,37.182
4274,37.153,37.509
4275,36.055,36.2
4276,36.239,37.916
4277,40.384,38.548
4278,36.456,37.734
4279,38.286,36.938
4280,36.259,37.834
4281,38.139,38.881
4282,37.411,37.655
4283,37.759,38.1
4284,36.842,37.341
4285,39.624,38.52
4286,37.24,37.522
4287,37.457,38.004
4288,36.896,38.099
4289,36.768,37.188
4290,36.439,38.008
4291,37.235,38.072
4292,36.681,37.089
4293,37.324,37.592
4294,37.621,38.043
4295,36.452,38.056
4296,36.757,38.066
4297,36.12,36.748
4298,36.056,36.689
4299,36.267,37.855
4300,35.88,36.118
4301,37.038,38.069
4302,36.891,38.074
4303,36.443,36.698
4304,38.061,38.182
4305,37.124,37.255
4306,36.405,37.972
4307,38.065,37.984
4308,37.782,38.168
4309,36.318,37.958
4310,36.553,37.927
4311,36.374,38.007
4312,37.068,37.505
4313,38.608,38.155
4314,35.974,36.132
4315,37.82,38.128
4316,36.955,37.401
4317,38.54,38.175
4318,36.826,37.255
4319,36.442,36.793
4320,40.186,39.157
4321,36.269,37.918
4322,36.484,37.972
4323,36.651,37.851
4324,36.086,36.295
4325,37.01,37.464
4326,36.584,37.848
4327,37.603,38.013
4328,36.386,37.76
4329,36.938,37.194
4330,36.684,39.358
4331,38.658,38.169
4332,38.748,38.208
4333,36.286,37.849
4334,36.443,36.643
4335,36.533,38.106
4336,36.809,37.334
4337,36.929,37.239
4338,36.569,38.157
4339,36.555,36.924
4340,37.068,37.367
4341,36.531,38.071
4342,37.906,37.872
4343,36.789,37.328
4344,36.072,36.271
4345,38.158,38.197
4346,39.151,37.084
4347,36.63,37.162
4348,37.181,38.072
4349,36.609,38.052
4350,35.768,35.96
4351,36.989,37.269
4352,36.657,37.104
4353,36.343,37.957
4354,36.554,37.973
4355,36.498,38.083
4356,37.118,37.393
4357,37.001,38.106
4358,36.554,37.905
4359,36.621,38.107
4360,37.501,37.985
4361,37.881,37.784
4362,37.018,37.129
4363,35.955,36.216
4364,36.487,38.029
4365,37.478,37.992
4366,37.168,37.46
4367,36.887,37.155
4368,36.83,37.306
4369,37.339,37.622
4370,35.902,36.165
4371,37.04,37.472
4372,37.182,37.506
4373,38.018,38.224
4374,37.434,37.722
4375,38.213,38.051
4376,36.623,38.123
4377,36.731,36.954
4378,36.508,36.816
4379,37.885,38.026
4380,36.674,37.19
4381,36.643,37.184
4382,36.964,37.412
4383,36.921,37.137
4384,37.346,37.604
4385,36.251,37.811
4386,37.667,38.256
4387,38.146,38.181
4388,37.225,37.444
4389,36.117,36.284
4390,36.024,36.299
4391,36.514,38.068
4392,37.771,38.153
4393,36.553,38.061
4394,37.641,38.04
4395,36.424,36.669
4396,36.604,37.828
4397,35.924,36.324
4398,37.961,38.228
4399,37.801,37.885
4400,36.555,38.089
4401,36.705,37.333
4402,37.257,38.008
4403,38.348,38.072
4404,37.913,38.22
4405,37.811,38.105
4406,36.666,37.856
4407,36.524,38.003
4408,36.89,37.36
4409,37.807,38.168
4410,36.895,37.115
4411,37.016,37.201
4412,36.961,37.478
4413,36.279,37.786
4414,36.252,37.994
4415,37.443,37.999
4416,38.478,38.106
4417,38.1,37.959
4418,37.362,37.603
4419,38.256,38.038
4420,37.761,38.064
4421,38.228,38.246
4422,36.059,36.276
4423,37.611,37.84
4424,35.934,36.348
4425,36.877,37.401
4426,36.289,37.648
4427,39.766,38.926
4428,38.018,38.159
4429,37.639,38.032
4430,39.052,38.242
4431,37.908,38.065
4432,37.385,38.002
4433,37.113,37.667
4434,37.197,37.552
4435,36.689,37.193
4436,36.394,37.034
4437,37.141,37.937
4438,36.802,38.096
4439,36.527,38.059
4440,37.973,38.183
4441,38.496,38.096
4442,36.554,37.832
4443,37.032,37.291
4444,35.881,36.235
4445,36.682,37.157
4446,36.476,38.087
4447,37.717,37.998
4448,37.687,38.066
4449,36.087,36.319
4450,35.972,36.249
4451,36.27,37.006
4452,37.556,38.425
4453,37.144,37.445
4454,36.33,37.925
4455,37.797,38.109
4456,36.004,36.175
4457,38.208,38.243
4458,35.95,36.121
4459,37.442,37.59
4460,36.548,36.876
4461,36.395,37.675
4462,37.495,38.004
4463,36.566,38.112
4464,36.362,37.901
4465,36.266,37.819
4466,37.629,38.027
4467,37.392,37.559
4468,45.155,38.502
4469,40.321,38.339
4470,37.144,37.461
4471,36.594,38.125
4472,37.48,38.359
4473,38.062,36.852
4474,36.574,36.91
4475,36.292,37.86
4476,37.608,38.04
4477,37.06,37.323
4478,36.433,38.013
4479,37.094,37.352
4480,36.596,37.102
4481,36.563,37.002
4482,37.42,37.953
4483,37.337,37.995
4484,35.788,36.484
4485,36.901,38.053
4486,36.647,38.09
4487,36.831,38.023
4488,37.588,37.994
4489,36.118,37.986
4490,36.619,37.832
4491,38.258,38.278
4492,38.309,38.289
4493,36.091,36.242
4494,38.241,38.067
4495,37.295,37.591
4496,37.565,37.973
4497,39.061,39.094
4498,36.777,37.334
4499,36.605,37.943
4500,36.782,37.326
4501,37.191,38.268
4502,36.287,37.851
4503,36.291,37.899
4504,39.594,38.526
4505,36.311,37.894
4506,35.761,38.015
4507,38.178,37.916
4508,37.206,37.505
4509,37.613,38.234
4510,37.402,37.556
4511,37.284,38.352
4512,37.242,37.532
4513,36.564,38.031
4514,38.352,38.048
4515,38.304,38.041
4516,36.683,37.883
4517,37.024,37.3
4518,38.246,38.307
4519,36.8,37.323
4520,36.618,37.859
4521,36.062,36.247
4522,38.605,38.151
4523,36.417,38.021
4524,38.51,38.106
4525,37.858,38.098
4526,38.285,38.303
4527,37.784,38.148
4528,36.044,36.137
4529,38.494,38.124
4530,36.491,38.014
4531,37.219,37.506
4532,38.241,38.258
4533,36.579,38.041
4534,37.354,37.799
4535,37.763,38.094
4536,36.461,38.016
4537,36.953,37.235
4538,36.385,36.549
4539,38.239,38.169
4540,37.244,37.548
4541,36.617,37.858
4542,36.928,37.425
4543,38.349,38.102
4544,38.683,38.204
4545,36.988,37.303
4546,36.407,36.663
4547,36.613,37.995
4548,37.819,37.869
4549,36.198,37.854
4550,37.007,37.296
4551,36.62,37.02
4552,36.272,37.84
4553,36.8,37.268
4554,36.851,37.371
4555,36.847,37.317
4556,36.922,37.134
4557,37.424,37.674
4558,38.819,38.259
4559,37.108,37.511
4560,36.518,36.883
4561,37.341,37.606
4562,36.856,37.391
4563,36.868,37.356
4564,36.589,37.787
4565,37.516,37.945
4566,36.626,37.972
4567,36.302,37.851
4568,37.942,37.843
4569,36.567,36.994
4570,38.008,37.918
4571,37.189,37.427
4572,36.062,36.059
4573,36.896,37.374
4574,37.434,38.004
4575,35.888,36.137
4576,38.864,37.043
4577,37.384,38.674
4578,37.274,37.537
4579,37.043,38.027
4580,38.555,38.117
4581,37.137,37.411
4582,38.25,38.036
4583,36.408,38.089
4584,37.888,37.904
4585,38.21,37.976
4586,36.559,37.802
4587,37.677,37.967
4588,37.755,38.124
4589,37.384,38.147
4590,36.034,36.126
4591,37.793,38.187
4592,37.554,37.971
4593,38.035,38.187
4594,36.053,36.122
4595,38.254,38.001
4596,37.384,38.137
4597,36.12,36.309
4598,36.7,37.2
4599,37.19,37.454
4600,37.034,37.159
4601,37.584,38.028
4602,36.172,37.905
4603,37.938,37.921
4604,37.879,37.817
4605,36.924,37.422
4606,38.377,38.237
4607,38.322,38.262
4608,37.848,37.817
4609,36.832,38.073
4610,36.679,37.165
4611,36.773,38.139
4612,37.786,38.103
4613,36.917,37.267
4614,36.856,37.376
4615,37.22,37.993
4616,38.484,38.119
4617,36.317,37.932
4618,36.544,38.009
4619,38.693,38.174
4620,36.939,37.523
4621,37.528,38.024
4622,37.193,37.476
4623,38.623,38.167
4624,36.626,37.909
4625,36.929,37.2
4626,36.134,38.026
4627,37.451,38.408
4628,36.347,37.869
4629,36.291,38.02
4630,39.69,38.604
4631,36.381,37.909
4632,36.923,37.146
4633,36.323,37.304
4634,37.345,38.109
4635,36.184,36.208
4636,37.735,38.148
4637,37.996,38.078
4638,36.896,38.105
4639,37.389,38.398
4640,38.441,38.07
4641,38.076,38.19
4642,36.727,37.844
4643,37.019,37.29
4644,36.071,36.243
4645,38.729,38.235
4646,38.116,37.994
4647,36.155,36.136
4648,37.225,37.567
4649,36.139,37.978
4650,37.888,38.085
4651,36.826,38.13
4652,37.603,38.27
4653,36.608,37.769
4654,36.626,36.81
4655,37.024,37.201
4656,37.277,38.126
4657,36.256,36.405
4658,37.802,37.783
4659,36.837,37.274
4660,36.09,36.304
4661,37.14,37.507
4662,37.803,38.071
4663,37.426,37.988
4664,36.677,38.156
4665,35.983,36.078
4666,36.309,37.863
4667,36.371,38.017
4668,37.059,37.302
4669,37.719,37.777
4670,37.312,37.603
4671,38.585,38.109
4672,38.535,38.165
4673,39.018,38.372
4674,37.249,37.543
4675,37.268,37.546
4676,36.839,36.933
4677,37.044,37.327
4678,36.861,38.102
4679,36.422,37.603
4680,37.418,37.971
4681,37.257,37.541
4682,36.166,36.525
4683,36.483,37.868
4684,36.969,37.675
4685,37.04,37.336
4686,36.292,36.438
4687,42.677,38.176
4688,37.795,38.077
4689,37.777,38.053
4690,36.313,37.889
4691,38.144,38.18
4692,38.185,38.004
4693,37.592,38.129
4694,37.201,37.443
4695,36.292,37.852
4696,36.695,37.931
4697,37.802,37.811
4698,38.153,38.182
4699,39.609,38.476
4700,37.016,37.508
4701,36.492,38.071
4702,36.67,37.173
4703,36.622,37.164
4704,37.787,38.143
4705,38.185,38.225
4706,36.818,37.269
4707,37.453,37.539
4708,42.686,38.176
4709,37.888,38.167
4710,37.499,38.42
4711,36.574,38.053
4712,37.643,38.269
4713,36.551,37.801
4714,36.362,37.989
4715,36.021,36.235
4716,38.173,38.259
4717,36.667,37.937
4718,38.079,38.217
4719,36.276,36.69
4720,36.998,38.043
4721,37.31,38.039
4722,36.854,37.327
4723,40.896,38.585
4724,38.307,38.325
4725,36.646,38.084
4726,37.173,37.478
4727,38.461,38.109
4728,38.454,38.091
4729,36.363,37.972
4730,37.013,37.455
4731,36.89,37.386
4732,36.954,37.16
4733,37.508,37.999
4734,36.96,37.191
4735,40.911,39.194
4736,36.712,38.101
4737,36.025,36.25
4738,37.635,37.984
4739,37.515,37.729
4740,36.193,36.791
4741,36.556,36.93
4742,37.341,38.867
4743,37.752,37.844
4744,36.878,37.406
4745,38.294,38.386
4746,37.34,37.607
4747,37.639,37.956
4748,36.938,37.419
4749,36.478,38.054
4750,39.856,39.192
4751,36.976,37.194
4752,37.752,38.272
4753,38.483,38.112
4754,38.482,38.122
4755,38.086,38.842
4756,36.451,38.017
4757,37.122,37.525
4758,38.165,38.18
4759,37.216,38.094
4760,37.482,38.092
4761,36.445,36.796
4762,36.717,37.19
4763,38.434,38.139
4764,36.817,37.251
4765,36.672,38.001
4766,36.604,38.045
4767,35.971,36.224
4768,35.92,36.159
4769,36.946,37.409
4770,36.879,37.32
4771,37.725,38.059
4772,39.644,38.466
4773,38.223,38.26
4774,36.784,37.342
4775,36.969,37.407
4776,36.644,37.877
4777,37.04,37.261
4778,36.742,37.977
4779,37.184,37.45
4780,36.29,36.503
4781,38.158,37.98
4782,38.327,38.27
4783,36.19,37.132
4784,36.421,37.945
4785,37.17,37.493
4786,38.589,38.201
4787,38.559,38.075
4788,37.205,38.086
4789,36.614,37.823
4790,36.139,35.917
4791,36.329,37.879
4792,36.345,37.834
4793,37.686,38.038
4794,36.906,37.203
4795,36.169,36.805
4796,40.766,39.053
4797,37.086,37.325
4798,38.129,37.976
4799,38.128,38.237
4800,35.953,36.369
4801,36.452,36.808
4802,36.261,37.842
4803,36.286,37.891
4804,38.397,38.123
4805,38.589,38.118
4806,39.24,37.191
4807,36.644,37.172
4808,37.962,38.073
4809,36.024,36.262
4810,36.303,37.947
4811,39.076,38.242
4812,36.675,37.141
4813,36.177,37.039
4814,38.338,38.088
4815,35.912,36.052
4816,36.587,37.813
4817,38.627,38.166
4818,39.671,38.617
4819,37.182,37.583
4820,36.639,37.924
4821,36.978,37.218
4822,40.255,38.521
4823,35.823,35.911
4824,35.811,36.121
4825,36.135,36.736
4826,37.466,38.085
4827,38.659,38.087
4828,36.67,37.117
4829,38.676,38.206
4830,40.393,39.144
4831,36.735,37.102
4832,35.871,36.494
4833,38.667,38.201
4834,38.181,38.263
4835,38.589,37.841
4836,37.035,37.479
4837,36.573,36.942
4838,36.082,36.121
4839,40.39,38.554
4840,37.556,38.426
4841,38.42,38.094
4842,36.342,37.954
4843,37.971,38.239
4844,38.352,38.093
4845,36.372,36.094
4846,37.257,37.562
4847,38.552,38.196
4848,38.45,38.098
4849,37.491,38.424
4850,37.821,38.288
4851,36.316,37.878
4852,36.154,36.729
4853,36.022,36.124
4854,37.632,38.024
4855,38.105,38.042
4856,35.854,36.241
4857,38.855,38.227
4858,38.29,38.048
4859,35.865,37.142
4860,36.833,37.184
4861,39.464,38.646
4862,38.234,38.221
4863,36.168,36.353
4864,36.051,35.958
4865,37.054,38.19
4866,36.584,37.842
4867,36.383,37.99
4868,36.338,37.887
4869,37.803,38.306
4870,38.349,38.076
4871,36.601,37.99
4872,37.833,38.109
4873,38.28,38.276
4874,38.604,38.224
4875,36.393,37.789
4876,36.032,36.101
4877,36.939,38.05
4878,35.693,36.892
4879,38.169,38.056
4880,38.023,37.908
4881,36.648,37.791
4882,36.322,37.876
4883,36.923,37.155
4884,36.863,38.104
4885,36.32,37.877
4886,36.546,37.867
4887,36.944,37.173
4888,38.489,38.125
4889,43.368,38.773
4890,36.958,37.206
4891,37.657,37.972
4892,37.625,38.018
4893,36.707,37.169
4894,40.82,39.057
4895,37.142,37.45
4896,36.846,37.039
4897,38.117,38.179
4898,42.479,40.771
4899,38.226,38.225
4900,36.285,36.492
4901,37.547,38.024
4902,36.614,37.852
4903,36.626,37.816
4904,37.605,38.019
4905,36.428,36.717
4906,37.451,38.004
4907,36.088,36.77
4908,36.652,37.842
4909,38.471,38.094
4910,36.648,38.064
4911,37.664,38.03
4912,37.143,37.514
4913,36.269,37.875
4914,40.452,38.583
4915,35.936,36.202
4916,37.287,38.434
4917,38.596,38.226
4918,38.522,38.219
4919,36.504,36.939
4920,37.831,38.159
4921,37.403,37.986
4922,38.234,38.239
4923,38.122,38.26
4924,37.27,37.553
4925,36.561,37.757
4926,36.424,36.795
4927,36.537,38.027
4928,36.536,37.873
4929,37.351,38.259
4930,36.534,36.895
4931,38.455,38.097
4932,37.322,38.226
4933,36.548,36.929
4934,37.726,37.939
4935,38.346,38.055
4936,35.939,36.057
4937,36.284,37.925
4938,36.64,38.078
4939,37.402,37.512
4940,37.8,38.283
4941,37.462,38.107
4942,37.799,38.246
4943,36.978,37.193
4944,36.737,38.068
4945,35.938,36.226
4946,37.659,37.966
4947,35.746,35.511
4948,37.535,38.054
4949,36.295,36.419
4950,36.248,37.866
4951,36.308,37.803
4952,37.341,38.042
4953,36.285,36.342
4954,36.707,37.855
4955,36.665,37.82
4956,36.364,37.894
4957,36.366,36.648
4958,36.693,38.045
4959,36.619,37.83
4960,36.348,36.523
4961,38.175,37.971
4962,38.282,38.273
4963,37.384,38.342
4964,36.606,37.827
4965,37.15,38.075
4966,36.584,38.076
4967,36.966,37.407
4968,36.552,38.109
4969,36.356,36.141
4970,36.056,36.224
4971,37.806,38.088
4972,36.148,36.784
4973,36.628,37.82
4974,38.064,38.576
4975,36.539,37.275
4976,36.788,38.107
4977,36.62,37.853
4978,38.302,38.267
4979,36.293,37.936
4980,37.321,38.074
4981,37.512,37.988
4982,36.318,37.956
4983,36.551,38.086
4984,36.429,38.084
4985,39.57,38.444
4986,37.011,38.941
4987,37.815,38.12
4988,36.358,37.846
4989,37.607,38.009
4990,36.502,36.96
4991,36.585,37.835
4992,36.324,37.888
4993,37.792,37.813
4994,40.131,39.179
4995,36.386,36.552
4996,36.084,36.05
4997,36.216,38.034
4998,38.708,38.218
4999,35.963,36.322
5000,37.32,38.902
5001,37.035,37.359
5002,37.02,37.46
5003,36.072,36.988
5004,36.35,37.875
5005,36.132,37.609
5006,38.324,38.017
5007,36.006,36.968
5008,37.914,38.449
5009,37.89,38.134
5010,38.196,38.619
5011,37.652,38.011
5012,38.688,38.19
5013,36.588,38.126
5014,36.359,38.238
5015,37.739,38.31
5016,36.504,36.888
5017,37.341,38.851
5018,37.154,37.381
5019,36.659,38.12
5020,38.36,38.104
5021,37.078,37.797
5022,38.551,38.153
5023,38.452,38.109
5024,36.909,37.339
5025,36.208,38.185
5026,38.586,38.187
5027,37.551,38.146
5028,37.661,37.951
5029,36.437,37.692
5030,36.252,37.849
5031,37.394,38.036
5032,37.552,38.013
5033,37.844,37.794
5034,36.286,37.771
5035,36.79,37.294
5036,36.337,37.894
5037,37.786,38.131
5038,36.601,37.767
5039,37.531,39.854
5040,37.301,37.596
5041,38.473,38.102
5042,35.818,36.135
5043,36.935,37.439
5044,37.009,37.457
5045,38.523,38.147
5046,37.524,38.004
5047,37.862,38.138
5048,39.726,38.925
5049,36.553,36.807
5050,36.043,36.254
5051,37.722,37.792
5052,35.987,36.263
5053,36.861,37.371
5054,36.425,36.653
5055,37.494,37.708
5056,36.711,37.19
5057,36.406,37.973
5058,37.883,38.121
5059,38.433,38.128
5060,38.473,38.104
5061,36.272,37.926
5062,38.505,38.118
5063,36.725,37.185
5064,37.285,37.587
5065,37.207,37.584
5066,37.889,38.319
5067,37.564,38.007
5068,38.483,38.126
5069,36.001,36.507
5070,38.192,38.271
5071,37.051,37.322
5072,36.652,37.868
5073,36.544,36.741
5074,37.208,37.513
5075,36.56,37.976
5076,36.475,37.903
5077,36.393,36.22
5078,36.497,38.073
5079,38.573,38.288
5080,37.257,37.556
5081,36.511,38.117
5082,36.222,37.782
5083,36.849,37.038
5084,36.635,37.962
5085,37.705,38.009
5086,37.105,38.206
5087,36.725,37.177
5088,36.859,37.056
5089,36.618,37.808
5090,37.218,37.548
5091,38.538,38.082
5092,36.107,36.058
5093,36.557,37.992
5094,36.991,37.223
5095,36.855,37.259
5096,36.903,37.158
5097,37.256,37.554
5098,36.457,37.909
5099,36.561,38.105
5100,37.074,37.385
5101,36.352,38.004
5102,36.382,37.9
5103,37.671,38.054
5104,37.707,38.072
5105,36.768,37.401
5106,38.099,38.157
5107,38.704,38.262
5108,38.177,38.245
5109,36.94,37.251
5110,36.622,38.077
5111,37.241,38.018
5112,36.025,36.254
5113,38.493,38.118
5114,37.425,37.985
5115,36.508,36.832
5116,37.462,38.001
5117,37.752,38.176
5118,36.061,36.244
5119,36.792,37.324
5120,37.9,38.106
5121,36.735,37.125
5122,36.611,36.921
5123,38.283,38.081
5124,37.504,38.37
5125,36.443,38.027
5126,38.225,38.27
5127,36.915,37.151
5128,36.643,37.908
5129,37.298,37.574
5130,36.191,36.307
5131,37.758,38.047
5132,37.47,38.07
5133,36.513,36.811
5134,36.934,37.176
5135,37.277,37.314
5136,36.871,37.01
5137,39.581,38.519
5138,36.317,37.963
5139,36.058,35.969
5140,37.177,37.45
5141,37.509,38.235
5142,36.043,36.253
5143,36.79,37.692
5144,37.061,37.285
5145,38.064,38.226
5146,36.109,36.108
5147,37.057,38.074
5148,36.925,37.224
5149,39.625,38.493
5150,37.806,38.158
5151,36.609,38.093
5152,39.638,38.574
5153,37.572,37.985
5154,37.161,37.519
5155,36.869,37.388
5156,45.037,38.464
5157,38.548,38.188
5158,38.255,38.036
5159,36.277,36.358
5160,37.811,37.825
5161,37.721,37.986
5162,36.817,37.322
5163,37.371,37.618
5164,36.875,37.233
5165,38.068,38.205
5166,38.212,38.176
5167,37.575,37.932
5168,36.625,37.858
5169,36.059,36.121
5170,36.626,38.084
5171,37.689,37.803
5172,36.526,36.839
5173,36.121,36.311
5174,36.727,37.219
5175,36.387,37.788
5176,36.367,37.992
5177,36.607,37.87
5178,36.992,37.472
5179,37.203,37.527
5180,36.502,36.883
5181,38.639,38.226
5182,37.708,37.805
5183,37.008,37.444
5184,36.571,37.912
5185,37.474,38.424
5186,37.089,37.999
5187,38.63,38.213
5188,36.944,37.412
5189,36.852,37.055
5190,38.606,38.125
5191,37.16,38.333
5192,36.934,37.221
5193,36.774,38.091
5194,38.261,38.476
5195,38.254,38.282
5196,36.236,37.908
5197,38.491,38.123
5198,37.001,37.454
5199,39.408,38.299
5200,38.69,38.209
5201,37.839,38.093
5202,36.739,37.24
5203,36.549,38.041
5204,36.604,37.94
5205,37.24,37.502
5206,37.674,37.669
5207,37.708,38.067
5208,37.507,37.993
5209,36.471,36.659
5210,37.578,37.975
5211,39.209,38.336
5212,36.63,38.051
5213,36.633,37.833
5214,36.437,37.035
5215,36.502,36.932
5216,38.304,37.957
5217,35.965,36.283
5218,36.884,38.324
5219,38.121,37.972
5220,38.151,38.209
5221,37.233,38.242
5222,36.148,36.058
5223,36.4,38.018
5224,37.819,38.17
5225,37.181,37.96
5226,37.128,38.144
5227,37.205,38.07
5228,37.255,38.072
5229,37.025,37.479
5230,36.626,37.76
5231,36.632,37.092
5232,37.219,37.461
5233,37.802,38.073
5234,42.13,41.81
5235,35.855,36.141
5236,38.54,38.098
5237,37.091,37.409
5238,38.282,38.227
5239,37.851,38.081
5240,36.964,37.159
5241,37.141,37.669
5242,36.549,38.085
5243,37.038,37.473
5244,36.635,37.873
5245,37.008,38.143
5246,38.302,38.271
5247,38.376,38.054
5248,38.637,38.205
5249,39.134,38.19
5250,37.815,38.075
5251,36.645,37.837
5252,35.569,35.881
5253,37.652,38.15
5254,36.822,38.094
5255,36.235,36.396
5256,37.805,38.145
5257,36.244,37.978
5258,36.759,37.988
5259,36.389,37.513
5260,37.223,38.219
5261,37.765,38.242
5262,37.008,38.132
5263,36.889,37.334
5264,38.739,38.211
5265,37.001,37.51
5266,37.498,37.934
5267,36.315,37.88
5268,37.883,38.181
5269,37.044,37.472
5270,38.618,38.211
5271,40.277,38.467
5272,38.124,38.242
5273,37.83,37.881
5274,37.005,37.467
5275,37.441,37.673
5276,37.422,38.077
5277,36.553,37.888
5278,36.558,38.019
5279,36.652,37.986
5280,38.934,37.079
5281,36.511,37.883
5282,36.48,37.765
5283,36.898,37.109
5284,38.485,37.958
5285,37.709,38.055
5286,42.552,37.681
5287,36.672,38.04
5288,36.309,37.856
5289,37.326,37.599
5290,40.472,38.576
5291,36.974,38.091
5292,40.636,39.739
5293,37.115,37.504
5294,38.638,38.221
5295,36.973,37.183
5296,39.601,38.499
5297,37.259,37.412
5298,38.084,38.191
5299,36.804,37.34
5300,37.568,38.0
5301,36.061,37.09
5302,36.588,38.073
5303,36.326,37.989
5304,37.808,38.12
5305,37.172,37.422
5306,36.576,37.885
5307,37.814,38.108
5308,37.723,37.77
5309,43.336,38.009
5310,36.556,38.074
5311,36.561,38.132
5312,36.643,37.881
5313,37.028,37.502
5314,37.689,37.982
5315,38.054,38.134
5316,37.105,37.508
5317,40.17,39.227
5318,37.676,37.988
5319,38.185,38.039
5320,37.992,38.185
5321,36.665,37.827
5322,37.242,37.836
5323,37.935,37.818
5324,36.025,36.236
5325,35.787,37.126
5326,36.02,36.238
5327,40.458,38.571
5328,38.101,38.254
5329,36.45,36.984
5330,37.468,38.044
5331,37.642,38.067
5332,37.412,38.099
5333,36.055,36.073
5334,37.416,38.379
5335,36.662,37.846
5336,36.525,38.03
5337,37.244,38.27
5338,36.347,36.506
5339,36.27,36.42
5340,36.803,38.06
5341,38.46,38.109
5342,36.519,38.071
5343,39.45,38.321
5344,37.538,38.438
5345,36.953,37.415
5346,37.45,37.641
5347,38.528,38.134
5348,36.734,37.142
5349,36.953,37.159
5350,39.653,38.604
5351,39.636,38.179
5352,36.975,37.449
5353,37.48,38.368
5354,36.85,37.368
5355,36.609,37.86
5356,35.951,36.269
5357,37.561,38.296
5358,35.694,36.303
5359,36.711,38.045
5360,36.874,38.103
5361,37.777,38.052
5362,36.987,37.423
5363,37.389,38.073
5364,38.042,38.218
5365,37.022,38.463
5366,40.27,38.479
5367,36.87,37.319
5368,37.223,37.549
5369,37.71,38.388
5370,37.601,38.174
5371,38.277,38.055
5372,37.775,37.8
5373,38.265,38.001
5374,36.206,37.823
5375,36.427,37.987
5376,37.864,38.126
5377,36.443,38.026
5378,37.71,38.049
5379,36.493,37.856
5380,36.949,37.152
5381,37.951,37.904
5382,38.545,38.139
5383,40.24,39.039
5384,37.016,37.356
5385,38.146,37.989
5386,37.181,37.438
5387,36.413,36.483
5388,36.603,38.087
5389,36.216,36.359
5390,36.835,38.218
5391,37.739,37.956
5392,38.62,38.193
5393,36.836,37.226
5394,38.476,38.092
5395,37.919,37.859
5396,36.001,36.228
5397,37.793,38.148
5398,38.094,38.174
5399,38.246,38.033
5400,37.308,38.039
5401,38.241,38.309
5402,37.001,38.057
5403,36.426,38.013
5404,37.354,37.602
5405,36.489,36.718
5406,37.479,38.369
5407,36.75,37.169
5408,39.812,36.297
5409,36.233,37.862
5410,37.841,37.801
5411,37.094,37.395
5412,36.799,37.171
5413,36.364,37.936
5414,36.039,36.049
5415,37.604,37.967
5416,36.98,37.165
5417,36.631,37.151
5418,36.233,37.902
5419,35.944,36.392
5420,36.752,37.247
5421,37.937,38.041
5422,37.779,38.14
5423,39.587,38.509
5424,37.508,38.388
5425,37.453,38.011
5426,38.285,38.276
5427,36.303,37.679
5428,36.479,37.95
5429,38.639,38.224
5430,36.308,37.853
5431,36.689,37.783
5432,37.834,37.838
5433,36.879,37.198
5434,39.658,38.592
5435,38.631,38.119
5436,36.321,37.887
5437,36.563,36.89
5438,37.26,38.025
5439,35.85,36.146
5440,36.55,38.091
5441,38.155,38.209
5442,42.182,41.831
5443,38.252,38.222
5444,38.456,38.042
5445,36.675,37.879
5446,36.419,36.649
5447,38.327,38.295
5448,38.755,38.176
5449,38.442,38.066
5450,36.721,37.209
5451,36.596,37.929
5452,37.685,37.723
5453,37.823,37.786
5454,36.61,38.058
5455,36.44,37.89
5456,38.483,38.159
5457,37.492,38.1
