,Longitude,Latitude
396,37.84,37.819
397,37.908,38.043
398,36.61,36.949
399,37.908,38.143
400,37.373,38.856
401,38.439,38.006
402,38.185,37.991
403,37.096,38.033
404,37.394,37.826
405,38.192,38.257
406,37.783,38.119
407,38.241,38.222
408,37.008,38.067
409,36.361,37.989
410,37.194,37.494
411,36.092,36.318
412,37.17,38.076
413,36.122,36.095
414,36.546,38.081
415,36.694,37.802
416,38.209,38.314
417,37.186,37.341
418,38.053,38.211
419,36.497,36.854
420,39.282,38.455
421,38.476,38.101
422,38.252,37.977
423,38.202,38.276
424,38.685,38.19
425,36.551,38.109
426,36.636,37.85
427,38.505,38.113
428,38.233,38.29
429,36.567,38.002
430,38.019,38.185
431,37.392,38.007
432,37.709,38.038
433,36.411,38.039
434,37.041,37.319
435,36.574,38.04
436,36.992,37.356
437,36.858,38.084
438,37.185,37.504
439,37.652,37.8
440,36.622,38.04
441,37.228,37.504
442,37.83,37.843
443,35.787,36.172
444,37.227,37.543
445,38.636,38.258
446,38.464,38.104
447,36.639,37.95
448,36.521,38.042
449,37.086,38.251
450,38.236,38.076
451,36.435,38.008
452,36.618,38.162
453,37.201,37.485
454,36.533,38.025
455,36.575,38.036
456,37.739,38.07
457,36.84,37.389
458,38.237,38.07
459,36.623,37.12
460,37.527,37.956
461,37.077,37.504
462,36.553,38.04
463,37.186,37.543
464,38.554,38.122
465,37.678,37.982
466,37.675,37.784
467,37.122,37.408
468,37.959,37.948
469,36.446,38.032
470,38.109,38.221
471,37.877,38.135
472,36.771,38.091
473,37.296,37.597
474,36.178,36.364
475,36.446,36.668
476,37.539,38.087
477,36.161,36.346
478,37.86,37.789
479,39.705,38.566
480,37.559,38.056
481,36.392,36.697
482,37.389,38.021
483,37.184,37.514
484,36.455,37.882
485,38.598,37.057
486,37.322,37.593
487,36.593,36.874
488,36.629,38.027
489,37.509,37.985
490,36.672,38.065
491,38.215,38.256
492,38.217,38.112
493,37.973,37.932
494,36.925,37.318
495,38.131,38.875
496,37.216,37.522
497,36.358,36.518
498,37.804,37.873
499,38.626,38.188
500,37.407,38.015
501,37.789,37.872
502,36.324,37.876
503,36.521,38.018
504,37.274,37.595
505,36.465,37.992
506,38.223,38.242
507,36.526,38.008
508,38.201,38.239
509,37.582,38.0
510,38.164,38.291
511,36.6,38.056
512,37.176,37.506
513,36.808,38.125
514,37.155,37.536
515,37.884,38.117
516,37.526,38.011
517,36.041,36.237
518,38.559,38.149
519,37.713,38.028
520,37.19,37.474
521,38.282,37.954
522,36.938,37.478
523,37.167,37.521
524,36.556,36.937
525,38.192,37.989
526,36.452,38.016
527,37.646,37.829
528,38.199,38.241
529,36.384,36.289
530,36.425,38.009
531,36.709,36.952
532,38.197,37.988
533,37.607,38.086
534,37.773,38.128
535,36.609,37.977
536,40.372,38.535
537,41.025,38.976
538,36.62,37.891
539,37.151,37.391
540,36.657,38.094
541,37.239,38.087
542,38.709,38.192
543,38.464,38.107
544,37.065,37.476
545,37.726,38.053
546,37.691,38.036
547,35.922,36.138
548,36.633,37.877
549,38.174,34.542
550,36.993,41.964
551,40.136,38.431
552,35.852,36.127
553,35.97,36.326
554,37.074,38.074
555,37.037,37.299
556,37.037,37.311
557,35.992,36.254
558,37.283,38.239
559,36.157,36.27
560,36.991,37.493
561,37.351,38.061
562,36.012,36.284
563,37.644,38.053
564,36.691,38.16
565,36.624,37.831
566,36.29,37.96
567,38.679,38.169
568,37.921,37.891
569,37.506,38.392
570,38.707,38.193
571,37.25,37.559
572,37.036,37.326
573,38.677,38.19
574,37.493,37.985
575,37.142,38.031
576,36.596,38.052
577,37.374,37.59
578,37.791,38.16
579,38.322,38.039
580,38.743,38.276
581,37.445,37.72
582,37.032,37.319
583,36.934,37.108
584,39.727,38.58
585,36.641,38.087
586,37.249,38.039
587,37.295,38.019
588,38.575,38.162
589,37.213,38.086
590,38.611,38.257
591,40.189,38.597
592,36.687,38.151
593,36.584,37.97
594,36.481,38.039
595,36.487,38.016
596,38.236,38.255
597,36.539,38.062
598,36.611,37.977
599,37.51,37.976
600,39.386,38.421
601,36.717,37.179
602,37.634,37.989
603,39.7,38.557
604,37.004,38.15
605,36.657,38.176
606,36.416,36.669
607,36.608,38.129
608,38.573,38.14
609,38.458,38.11
610,38.792,39.175
611,38.352,38.061
612,37.208,37.424
613,36.451,36.672
614,38.053,37.937
615,36.339,37.884
616,37.635,38.536
617,37.47,38.002
618,36.983,37.492
619,36.517,37.088
620,37.898,38.184
621,36.636,37.942
622,38.588,38.101
623,37.1,37.351
624,39.425,38.191
625,36.998,38.104
626,36.536,38.031
627,37.841,38.149
628,39.473,38.476
629,36.619,37.054
630,36.814,37.314
631,37.074,37.508
632,36.617,37.956
633,36.903,37.348
634,36.226,37.873
635,36.653,37.841
636,36.572,37.993
637,37.768,38.111
638,36.856,37.374
639,37.158,37.53
640,36.451,38.002
641,41.34,38.195
642,36.403,38.122
643,38.559,38.112
644,38.732,38.07
645,36.589,38.071
646,37.391,38.002
647,36.456,38.054
648,36.082,36.23
649,36.526,38.059
650,36.273,36.311
651,37.683,38.047
652,37.058,38.068
653,36.288,37.841
654,38.057,38.177
655,38.5,38.109
656,37.075,37.331
657,36.601,38.089
658,37.774,38.075
659,36.62,37.89
660,36.829,37.251
661,36.333,36.432
662,37.878,38.186
663,37.436,38.011
664,37.25,38.072
665,36.406,36.693
666,38.541,38.106
667,37.387,37.835
668,36.771,38.04
669,37.785,38.118
670,37.17,37.54
671,36.623,37.904
672,37.895,38.146
673,38.61,38.148
674,38.765,38.252
675,36.435,38.036
676,36.422,37.991
677,36.521,37.92
678,36.553,37.808
679,38.415,38.077
680,37.241,37.938
681,36.537,36.848
682,37.719,38.067
683,37.849,38.156
684,36.917,37.307
685,39.322,38.414
686,38.617,37.857
687,36.444,37.987
688,37.176,37.492
689,36.406,37.975
690,38.688,38.19
691,38.227,37.183
692,37.851,38.155
693,37.834,38.119
694,37.844,38.135
695,37.406,38.052
696,37.177,37.825
697,37.847,37.81
698,36.496,36.8
699,37.271,37.576
700,37.459,37.98
701,36.5,37.98
702,38.124,38.231
703,36.409,38.024
704,36.884,37.122
705,36.972,37.171
706,40.414,38.534
707,37.301,37.568
708,37.151,38.221
709,36.667,38.069
710,36.469,36.634
711,37.723,37.655
712,36.611,38.057
713,37.477,37.749
714,37.558,38.001
715,36.57,38.0
716,37.094,37.341
717,36.922,37.664
718,36.836,37.389
719,38.179,38.27
720,36.404,38.111
721,36.741,37.249
722,37.569,38.009
723,44.738,38.546
724,37.8,38.017
725,37.725,37.768
726,36.973,37.435
727,37.711,37.954
728,36.406,36.61
729,37.47,37.986
730,37.075,37.492
731,36.444,38.031
732,38.258,36.908
733,37.934,38.417
734,37.011,37.413
735,36.551,38.092
736,37.161,37.408
737,37.804,38.142
738,36.873,37.405
739,36.592,38.077
740,38.242,38.223
741,38.551,38.154
742,36.428,36.572
743,38.419,38.106
744,38.119,38.327
745,36.851,37.383
746,36.311,37.122
747,36.892,38.088
748,38.659,38.174
749,38.5,38.11
750,36.607,38.012
751,37.037,38.402
752,38.186,37.987
753,36.751,38.002
754,36.503,36.925
755,36.818,37.304
756,38.643,38.167
757,37.792,37.857
758,37.201,38.09
759,36.297,37.919
760,36.452,38.007
761,36.607,38.04
762,36.607,37.92
763,37.069,37.301
764,38.002,37.919
765,38.666,38.275
766,36.956,38.092
767,37.25,37.537
768,37.326,38.01
769,37.729,38.062
770,36.393,37.057
771,36.592,38.067
772,36.308,37.873
773,37.29,37.592
774,36.937,37.139
775,36.358,36.327
776,38.187,38.101
777,37.445,38.01
778,36.637,37.841
779,38.593,38.137
780,36.702,37.191
781,37.939,38.368
782,36.618,37.733
783,36.61,37.795
784,38.888,39.988
785,36.31,36.434
786,36.994,37.238
787,37.698,38.039
788,35.925,36.034
789,38.624,38.023
790,37.034,37.186
791,38.454,38.129
792,37.866,38.11
793,37.96,38.218
794,38.307,38.078
795,36.592,37.89
796,37.685,38.036
797,37.048,37.308
798,36.118,36.708
799,38.87,37.484
800,37.111,37.505
801,36.412,37.772
802,36.848,37.371
803,36.991,37.296
804,44.934,38.497
805,36.631,38.094
806,37.425,38.009
807,38.288,38.276
808,36.194,36.11
809,37.863,38.155
810,36.27,42.497
811,36.052,36.258
812,36.249,37.916
813,37.512,38.003
814,37.866,38.119
815,36.525,36.8
816,37.034,38.079
817,37.074,37.288
818,36.337,37.902
819,36.073,36.288
820,36.868,37.441
821,35.574,35.472
822,36.989,37.483
823,37.194,38.083
824,35.994,36.188
825,38.154,38.179
826,37.62,33.835
827,36.136,36.156
828,37.169,37.46
829,37.024,37.318
830,36.349,37.889
831,36.623,37.865
832,37.499,38.378
833,37.464,38.094
834,36.521,38.04
835,36.815,38.078
836,36.237,38.074
837,36.744,37.338
838,36.067,36.311
839,36.301,37.877
840,38.156,38.217
841,36.687,37.999
842,36.505,38.071
843,36.191,37.623
844,36.438,38.052
845,36.631,37.849
846,37.834,38.191
847,37.362,38.683
848,35.916,36.109
849,38.769,38.222
850,38.704,38.202
851,40.743,39.907
852,38.699,38.202
853,38.689,38.184
854,36.393,36.754
855,37.459,38.0
856,37.652,38.029
857,36.015,36.106
858,37.143,38.079
859,36.033,36.251
860,36.674,37.893
861,36.552,38.06
862,36.337,37.954
863,36.906,37.347
864,37.533,38.018
865,37.061,37.486
866,36.645,37.091
867,36.952,37.469
868,38.503,38.178
869,36.408,36.619
870,37.258,38.071
871,38.193,38.041
872,38.658,38.166
873,37.366,37.59
874,37.401,38.027
875,36.553,38.024
876,37.609,38.052
877,36.459,37.988
878,38.571,38.138
879,37.641,37.942
880,37.343,37.623
881,36.467,38.026
882,36.468,37.791
883,37.222,37.508
884,36.447,38.032
885,37.771,38.101
886,37.175,38.054
887,36.081,36.248
888,36.649,37.171
889,36.609,38.034
890,36.279,36.364
891,38.057,38.201
892,36.358,37.958
893,38.565,38.146
894,37.462,38.11
895,38.275,38.317
896,38.254,38.008
897,36.525,38.007
898,38.534,38.121
899,36.527,36.9
900,36.553,36.874
901,36.605,38.068
902,36.809,37.225
903,37.533,38.009
904,38.274,38.284
905,37.808,38.322
906,36.913,37.186
907,37.142,37.387
908,38.141,38.244
909,37.249,37.556
910,37.813,38.139
911,38.332,38.055
912,37.608,38.136
913,37.134,37.51
914,37.683,37.951
915,36.719,37.188
916,36.97,38.076
917,36.741,38.088
918,37.064,37.073
919,37.308,38.242
920,37.658,37.985
921,38.655,38.208
922,37.181,37.197
923,36.367,36.126
924,36.085,36.321
925,35.867,35.894
926,36.865,37.255
927,36.604,38.095
928,38.138,38.184
929,36.934,38.088
930,37.826,38.088
931,36.644,37.844
932,38.498,38.109
933,36.969,37.203
934,36.521,38.078
935,36.342,37.967
936,37.32,38.853
937,37.361,38.031
938,37.452,38.077
939,37.992,37.922
940,37.834,38.038
941,37.637,37.951
942,38.474,38.133
943,37.636,38.043
944,36.653,37.154
945,36.86,38.108
946,35.957,36.369
947,36.291,37.876
948,37.444,38.858
949,37.557,37.984
950,38.241,38.323
951,36.536,37.977
952,36.719,37.117
953,36.591,38.018
954,37.252,38.039
955,36.429,37.858
956,37.932,38.199
957,37.852,37.924
958,37.492,37.683
959,36.826,37.251
960,38.299,38.109
961,37.005,37.285
962,37.955,38.118
963,37.719,38.138
964,36.984,37.441
965,38.638,38.195
966,36.436,36.701
967,38.603,38.152
968,37.838,37.947
969,36.533,38.018
970,36.84,37.252
971,36.574,37.994
972,37.856,38.102
973,36.529,36.872
974,36.574,37.433
975,37.242,38.056
976,38.438,38.103
977,38.024,38.131
978,38.241,37.931
979,39.988,38.701
980,36.921,38.085
981,36.205,36.42
982,35.909,36.164
983,37.811,37.881
984,36.19,36.277
985,36.536,37.986
986,37.939,37.908
987,38.167,37.948
988,36.563,37.979
989,36.957,37.475
990,38.033,38.218
991,36.65,38.086
992,36.618,38.109
993,37.794,38.13
994,38.608,38.114
995,37.993,38.204
996,35.875,36.154
997,36.611,37.921
998,38.2,38.008
999,37.317,38.001
1000,38.153,38.25
1001,36.42,37.986
1002,36.841,37.238
1003,38.046,37.524
1004,37.068,37.36
1005,38.219,38.26
1006,36.839,37.272
1007,35.908,36.037
1008,36.975,37.467
1009,36.583,38.045
1010,36.766,38.049
1011,37.801,38.1
1012,36.243,36.409
1013,37.372,37.605
1014,36.705,37.17
1015,36.107,36.498
1016,37.345,37.673
1017,37.411,38.06
1018,37.042,38.062
1019,37.052,37.357
1020,36.608,38.105
1021,36.61,38.003
1022,37.794,38.125
1023,37.622,37.998
1024,36.053,36.285
1025,36.071,36.156
1026,37.006,37.309
1027,37.634,38.057
1028,37.262,38.233
1029,36.573,38.17
1030,36.273,36.372
1031,36.087,36.106
1032,37.788,38.043
1033,37.132,37.471
1034,37.201,38.352
1035,36.568,38.11
1036,36.233,37.934
1037,36.242,37.925
1038,37.919,37.851
1039,36.617,38.01
1040,38.012,38.224
1041,37.749,38.022
1042,36.49,38.036
1043,37.766,38.169
1044,36.435,38.023
1045,36.64,37.172
1046,38.496,38.677
1047,36.912,38.066
1048,39.779,38.587
1049,37.491,37.974
1050,38.19,38.274
1051,36.628,36.869
1052,36.54,37.999
1053,37.484,38.234
1054,37.808,38.119
1055,36.705,37.056
1056,36.503,37.991
1057,36.063,36.234
1058,38.39,38.073
1059,36.056,36.252
1060,37.19,37.411
1061,37.882,38.186
1062,36.542,37.895
1063,37.348,38.072
1064,38.061,38.222
1065,36.354,37.947
1066,37.662,37.8
1067,36.752,37.17
1068,38.377,38.085
1069,37.661,38.026
1070,36.608,37.878
1071,37.805,38.168
1072,38.656,38.27
1073,38.585,38.129
1074,36.004,36.551
1075,36.609,38.098
1076,37.992,37.621
1077,38.147,38.002
1078,36.639,37.077
1079,37.959,37.805
1080,38.156,38.059
1081,36.105,36.215
1082,37.025,37.292
1083,36.454,36.668
1084,36.566,37.989
1085,37.37,38.123
1086,36.137,36.288
1087,36.691,38.322
1088,38.704,38.159
1089,36.698,37.137
1090,37.802,38.139
1091,36.954,37.406
1092,36.838,37.218
1093,44.931,38.558
1094,37.275,38.022
1095,36.857,38.06
1096,36.933,36.898
1097,36.94,38.054
1098,36.984,38.073
1099,37.654,38.022
1100,40.124,39.224
1101,36.731,37.229
1102,37.058,37.37
1103,38.186,37.993
1104,38.218,38.261
1105,37.808,38.429
1106,37.116,37.378
1107,37.552,38.008
1108,37.017,37.21
1109,40.189,39.152
1110,36.646,38.074
1111,36.916,38.108
1112,37.826,38.12
1113,36.538,38.061
1114,37.158,37.489
1115,37.71,37.752
1116,38.176,38.369
1117,37.47,37.71
1118,37.417,37.8
1119,36.624,37.851
1120,36.617,37.872
1121,36.442,38.031
1122,37.82,37.728
1123,38.455,38.098
1124,36.488,36.893
1125,37.872,38.135
1126,38.339,38.067
1127,36.567,37.791
1128,35.904,36.05
1129,35.917,36.094
1130,35.87,36.163
1131,38.159,37.974
1132,36.426,36.639
1133,37.806,37.884
1134,37.733,37.906
1135,38.166,38.228
1136,36.457,38.031
1137,35.896,36.092
1138,38.442,38.078
1139,36.409,38.098
1140,37.374,37.644
1141,36.543,36.903
1142,37.238,37.443
1143,36.569,37.994
1144,38.076,38.575
1145,37.851,38.133
1146,37.788,38.129
1147,36.614,38.022
1148,36.594,38.0
1149,37.767,38.069
1150,37.363,38.843
1151,36.121,37.737
1152,36.562,37.774
1153,38.091,38.86
1154,36.396,37.973
1155,38.542,38.118
1156,36.006,36.251
1157,37.234,38.054
1158,37.296,38.061
1159,36.371,37.971
1160,36.258,37.925
1161,35.859,36.114
1162,38.174,38.219
1163,39.674,38.567
1164,37.585,37.936
1165,36.855,38.139
1166,37.362,38.252
1167,36.781,37.286
1168,36.275,36.383
1169,37.586,37.921
1170,36.617,37.886
1171,37.268,38.024
1172,35.964,36.253
1173,37.52,38.098
1174,36.142,36.104
1175,38.314,38.069
1176,37.239,38.085
1177,36.854,37.41
1178,36.571,37.999
1179,37.534,37.969
1180,36.675,38.081
1181,40.742,39.916
1182,38.188,37.994
1183,38.19,38.135
1184,36.912,37.356
1185,40.755,39.908
1186,37.437,38.253
1187,37.592,37.99
1188,36.237,37.931
1189,38.686,38.209
1190,37.661,37.973
1191,36.41,37.954
1192,36.152,36.108
1193,37.077,38.211
1194,36.097,36.305
1195,36.745,38.118
1196,38.221,38.288
1197,37.477,37.993
1198,37.125,37.65
1199,36.017,36.246
1200,36.471,38.02
1201,36.701,37.017
1202,36.608,37.088
1203,39.164,38.108
1204,36.599,38.057
1205,37.736,38.354
1206,44.718,38.894
1207,36.602,37.793
1208,37.004,37.278
1209,38.539,38.161
1210,36.613,38.076
1211,37.804,38.12
1212,37.127,38.074
1213,36.527,38.018
1214,36.018,36.22
1215,37.836,38.091
1216,36.369,36.647
1217,36.037,36.286
1218,37.81,38.086
1219,36.386,37.907
1220,37.245,37.533
1221,36.059,36.08
1222,38.036,38.217
1223,35.988,36.221
1224,37.693,37.819
1225,36.477,38.049
1226,37.813,37.848
1227,36.829,37.27
1228,36.134,38.119
1229,38.446,38.072
1230,36.593,38.022
1231,37.869,37.867
1232,36.386,37.792
1233,37.71,37.859
1234,36.596,38.004
1235,36.823,38.109
1236,37.634,37.964
1237,36.461,36.634
1238,37.606,38.008
1239,37.484,37.975
1240,38.696,38.977
1241,36.932,37.205
1242,37.767,38.021
1243,36.58,37.363
1244,37.135,37.401
1245,37.039,38.001
1246,38.018,38.177
1247,37.489,37.994
1248,36.674,37.155
1249,37.205,37.481
1250,36.592,38.029
1251,36.593,38.117
1252,38.641,38.198
1253,38.556,38.14
1254,38.126,37.965
1255,37.154,37.37
1256,38.107,38.24
1257,37.817,38.096
1258,35.854,36.087
1259,36.876,37.26
1260,37.218,37.524
1261,37.526,37.989
1262,36.556,37.81
1263,36.553,37.796
1264,37.041,37.522
1265,36.896,37.143
1266,37.206,38.085
1267,37.488,38.584
1268,37.201,37.49
1269,36.558,37.809
1270,36.489,38.01
1271,36.689,37.966
1272,37.421,38.018
1273,35.904,36.318
1274,38.515,38.078
1275,36.585,37.861
1276,36.929,37.154
1277,37.179,37.476
1278,36.873,37.092
1279,37.701,38.145
1280,36.308,36.783
1281,37.384,38.849
1282,36.662,37.991
1283,37.322,37.686
1284,38.473,38.137
1285,36.39,38.077
1286,37.389,37.554
1287,37.799,38.111
1288,37.808,38.128
1289,38.283,38.292
1290,37.837,37.957
1291,37.785,38.123
1292,36.611,37.833
1293,36.856,37.328
1294,37.227,37.51
1295,36.616,37.386
1296,37.023,37.292
1297,35.792,36.141
1298,37.534,37.728
1299,36.619,37.831
1300,38.155,37.959
1301,37.093,37.272
1302,37.208,38.067
1303,36.838,37.256
1304,37.57,38.015
1305,38.067,38.231
1306,39.646,38.469
1307,37.331,37.677
1308,37.188,38.079
1309,37.226,38.051
1310,37.155,37.461
1311,36.669,37.879
1312,37.163,37.499
1313,38.19,38.25
1314,38.225,38.231
1315,37.591,38.024
1316,37.287,37.574
1317,37.267,37.586
1318,37.824,38.151
1319,36.969,37.152
1320,36.49,38.072
1321,37.812,38.073
1322,37.188,37.578
1323,37.958,38.874
1324,36.038,37.837
1325,35.93,36.204
1326,37.484,38.001
1327,37.279,38.096
1328,36.985,38.035
1329,35.936,36.235
1330,37.843,38.119
1331,36.618,38.093
1332,38.127,37.978
1333,36.552,37.994
1334,37.694,37.827
1335,36.49,38.041
1336,36.846,37.241
1337,36.472,38.026
1338,36.931,37.151
1339,36.391,36.071
1340,35.667,35.602
1341,36.601,38.053
1342,37.85,38.169
1343,36.129,36.289
1344,37.209,37.513
1345,38.487,38.117
1346,37.671,37.83
1347,37.906,38.072
1348,38.7,38.221
1349,36.219,36.977
1350,37.308,38.18
1351,40.4,38.556
1352,36.656,37.172
1353,38.433,38.134
1354,37.052,37.302
1355,39.776,38.936
1356,36.942,37.391
1357,37.35,37.596
1358,36.556,38.022
1359,37.516,38.004
